time, Quad.Est.E.Pos, Quad.Est.S.Z
4.614848,0.076636,0.310906
4.619848,0.076487,0.311023
4.624847,0.076267,0.311199
4.629847,0.076122,0.311318
4.634847,0.075904,0.311496
4.639846,0.075758,0.311615
4.644846,0.075540,0.311795
4.649846,0.075396,0.311915
4.654845,0.075180,0.312097
4.659845,0.075054,0.312218
4.664845,0.074848,0.312401
4.669844,0.074728,0.312524
4.674844,0.074529,0.312708
4.679843,0.074384,0.312832
4.684843,0.074183,0.313018
4.689843,0.074045,0.313143
4.694842,0.073844,0.313331
4.699842,0.073687,0.313457
4.704842,0.058209,0.310759
4.709841,0.058151,0.310875
4.714841,0.058018,0.311050
4.719841,0.057933,0.311167
4.724840,0.057813,0.311343
4.729840,0.057732,0.311461
4.734839,0.057627,0.311639
4.739839,0.057562,0.311759
4.744839,0.057473,0.311938
4.749838,0.057416,0.312059
4.754838,0.057340,0.312240
4.759838,0.057299,0.312361
4.764837,0.057239,0.312544
4.769837,0.057218,0.312667
4.774837,0.057177,0.312851
4.779836,0.057144,0.312975
4.784836,0.057116,0.313161
4.789835,0.057102,0.313286
4.794835,0.057089,0.313474
4.799835,0.057062,0.313600
4.804834,0.065835,0.310900
4.809834,0.065734,0.311016
4.814834,0.065607,0.311191
4.819833,0.065524,0.311308
4.824833,0.065405,0.311484
4.829833,0.065319,0.311602
4.834832,0.065212,0.311780
4.839832,0.065142,0.311899
4.844831,0.065042,0.312079
4.849831,0.064979,0.312199
4.854831,0.064887,0.312380
4.859830,0.064820,0.312501
4.864830,0.064733,0.312684
4.869830,0.064685,0.312807
4.874829,0.064608,0.312991
4.879829,0.064567,0.313115
4.884829,0.064499,0.313301
4.889828,0.064461,0.313426
4.894828,0.064400,0.313614
4.899827,0.064357,0.313739
4.904827,0.121707,0.311038
4.909827,0.121776,0.311154
4.914826,0.121885,0.311328
4.919826,0.121963,0.311445
4.924826,0.122074,0.311621
4.929825,0.122147,0.311739
4.934825,0.122259,0.311917
4.939825,0.122334,0.312036
4.944824,0.122445,0.312216
4.949824,0.122518,0.312336
4.954823,0.122627,0.312517
4.959823,0.122700,0.312638
4.964823,0.122809,0.312821
4.969822,0.122881,0.312943
4.974822,0.122988,0.313128
4.979822,0.123062,0.313251
4.984821,0.123169,0.313437
4.989821,0.123238,0.313562
4.994821,0.123343,0.313750
4.999820,0.123410,0.313876
5.004820,0.113331,0.311173
5.009820,0.113384,0.311288
5.014819,0.113454,0.311463
5.019819,0.113501,0.311580
5.024818,0.113570,0.311756
5.029818,0.113614,0.311874
5.034818,0.113684,0.312052
5.039817,0.113731,0.312171
5.044817,0.113801,0.312350
5.049817,0.113848,0.312470
5.054816,0.113920,0.312651
5.059816,0.113969,0.312772
5.064816,0.114043,0.312955
5.069815,0.114092,0.313077
5.074815,0.114167,0.313262
5.079814,0.114216,0.313385
5.084814,0.114291,0.313571
5.089814,0.114342,0.313696
5.094813,0.114418,0.313883
5.099813,0.114470,0.314009
5.104813,0.134303,0.311305
5.109812,0.134494,0.311420
5.114812,0.134775,0.311595
5.119812,0.134976,0.311712
5.124811,0.135257,0.311888
5.129811,0.135447,0.312005
5.134810,0.135732,0.312183
5.139810,0.135923,0.312302
5.144810,0.136210,0.312481
5.149809,0.136402,0.312601
5.154809,0.136696,0.312782
5.159809,0.136891,0.312903
5.164808,0.137192,0.313086
5.169808,0.137401,0.313208
5.174808,0.137713,0.313392
5.179807,0.137944,0.313516
5.184807,0.138271,0.313702
5.189806,0.138462,0.313826
5.194806,0.138791,0.314014
5.199806,0.139028,0.314139
5.204805,0.087334,0.311433
5.209805,0.087461,0.311549
5.214805,0.087693,0.311723
5.219804,0.087851,0.311840
5.224804,0.088093,0.312016
5.229804,0.088264,0.312134
5.234803,0.088516,0.312312
5.239803,0.088687,0.312430
5.244802,0.088953,0.312610
5.249802,0.089145,0.312730
5.254802,0.089431,0.312910
5.259801,0.089661,0.313031
5.264801,0.089971,0.313214
5.269801,0.090175,0.313336
5.274800,0.090487,0.313520
5.279800,0.090709,0.313643
5.284800,0.091028,0.313829
5.289799,0.091219,0.313954
5.294799,0.091533,0.314141
5.299798,0.091713,0.314267
5.304798,0.070998,0.311559
5.309798,0.071033,0.311675
5.314797,0.071091,0.311849
5.319797,0.071114,0.311966
5.324797,0.071171,0.312142
5.329796,0.071205,0.312260
5.334796,0.071261,0.312437
5.339796,0.071291,0.312556
5.344795,0.071356,0.312735
5.349795,0.071366,0.312855
5.354795,0.071397,0.313036
5.359794,0.071430,0.313157
5.364794,0.071466,0.313339
5.369793,0.071534,0.313461
5.374793,0.071582,0.313645
5.379793,0.071566,0.313768
5.384792,0.071600,0.313954
5.389792,0.071634,0.314078
5.394792,0.071669,0.314266
5.399791,0.071657,0.314391
5.404791,0.088161,0.311683
5.409791,0.088236,0.311798
5.414790,0.088164,0.311972
5.419790,0.088156,0.312089
5.424789,0.088084,0.312265
5.429789,0.088075,0.312383
5.434789,0.088002,0.312560
5.439788,0.087955,0.312679
5.444788,0.087896,0.312858
5.449788,0.087865,0.312978
5.454787,0.087830,0.313158
5.459787,0.087818,0.313279
5.464787,0.087794,0.313462
5.469786,0.087746,0.313584
5.474786,0.087718,0.313768
5.479785,0.087732,0.313891
5.484785,0.087719,0.314076
5.489785,0.087696,0.314201
5.494784,0.087687,0.314388
5.499784,0.087640,0.314513
5.504784,0.084487,0.311803
5.509783,0.084411,0.311919
5.514783,0.084397,0.312093
5.519783,0.084414,0.312210
5.524782,0.084400,0.312385
5.529782,0.084416,0.312503
5.534781,0.084402,0.312680
5.539781,0.084386,0.312799
5.544781,0.084389,0.312978
5.549780,0.084391,0.313098
5.554780,0.084397,0.313278
5.559780,0.084387,0.313399
5.564779,0.084393,0.313581
5.569779,0.084437,0.313703
5.574779,0.084461,0.313887
5.579778,0.084502,0.314010
5.584778,0.084537,0.314196
5.589777,0.084538,0.314320
5.594777,0.084574,0.314507
5.599777,0.084596,0.314633
5.604776,0.115258,0.311921
5.609776,0.115522,0.312037
5.614776,0.115932,0.312211
5.619775,0.116206,0.312327
5.624775,0.116626,0.312503
5.629775,0.116903,0.312620
5.634774,0.117334,0.312798
5.639774,0.117623,0.312916
5.644773,0.118063,0.313095
5.649773,0.118365,0.313215
5.654773,0.118820,0.313395
5.659772,0.119105,0.313516
5.664772,0.119557,0.313698
5.669772,0.119829,0.313820
5.674771,0.120279,0.314004
5.679771,0.120542,0.314127
5.684771,0.120990,0.314312
5.689770,0.121331,0.314437
5.694770,0.121793,0.314624
5.699769,0.122180,0.314749
5.704769,0.128183,0.312036
5.709769,0.128465,0.312152
5.714768,0.128936,0.312326
5.719768,0.129257,0.312442
5.724768,0.129737,0.312618
5.729767,0.130070,0.312735
5.734767,0.130556,0.312912
5.739767,0.130883,0.313031
5.744766,0.131375,0.313210
5.749766,0.131704,0.313329
5.754766,0.132202,0.313510
5.759765,0.132545,0.313631
5.764765,0.133054,0.313813
5.769764,0.133410,0.313935
5.774764,0.133932,0.314118
5.779764,0.134248,0.314241
5.784763,0.134770,0.314427
5.789763,0.135157,0.314551
5.794763,0.135692,0.314738
5.799762,0.136161,0.314863
5.804762,0.110911,0.312149
5.809762,0.111104,0.312264
5.814761,0.111422,0.312438
5.819761,0.111641,0.312555
5.824760,0.111960,0.312730
5.829760,0.112180,0.312848
5.834760,0.112499,0.313025
5.839759,0.112709,0.313143
5.844759,0.113038,0.313322
5.849759,0.113258,0.313442
5.854758,0.113591,0.313622
5.859758,0.113800,0.313743
5.864758,0.114130,0.313925
5.869757,0.114368,0.314046
5.874757,0.114705,0.314230
5.879756,0.114910,0.314353
5.884756,0.115245,0.314538
5.889756,0.115420,0.314662
5.894755,0.115750,0.314849
5.899755,0.115957,0.314974
5.904755,0.105387,0.312259
5.909754,0.105392,0.312375
5.914754,0.105375,0.312548
5.919754,0.105361,0.312665
5.924753,0.105348,0.312840
5.929753,0.105326,0.312958
5.934752,0.105320,0.313135
5.939752,0.105316,0.313253
5.944752,0.105310,0.313432
5.949751,0.105307,0.313551
5.954751,0.105304,0.313731
5.959751,0.105309,0.313852
5.964750,0.105311,0.314034
5.969750,0.105305,0.314156
5.974750,0.105303,0.314339
5.979749,0.105306,0.314462
5.984749,0.105305,0.314647
5.989748,0.105301,0.314771
5.994748,0.105299,0.314958
5.999748,0.105295,0.315084
6.004747,0.133760,0.312367
6.009747,0.133890,0.312482
6.014747,0.134088,0.312656
6.019746,0.134232,0.312772
6.024746,0.134433,0.312948
6.029746,0.134563,0.313065
6.034745,0.134771,0.313242
6.039745,0.134912,0.313360
6.044744,0.135128,0.313539
6.049744,0.135274,0.313658
6.054744,0.135495,0.313839
6.059743,0.135636,0.313959
6.064743,0.135858,0.314141
6.069743,0.136007,0.314263
6.074742,0.136233,0.314446
6.079742,0.136349,0.314569
6.084742,0.136567,0.314754
6.089741,0.136667,0.314878
6.094741,0.136873,0.315065
6.099741,0.137078,0.315190
6.104740,0.092815,0.312472
6.109740,0.092889,0.312588
6.114739,0.092722,0.312761
6.119739,0.092673,0.312878
6.124739,0.092481,0.313053
6.129738,0.092346,0.313170
6.134738,0.092142,0.313347
6.139738,0.092001,0.313465
6.144737,0.091786,0.313644
6.149737,0.091674,0.313763
6.154737,0.091472,0.313943
6.159736,0.091480,0.314064
6.164736,0.091327,0.314246
6.169735,0.091482,0.314367
6.174735,0.091404,0.314551
6.179735,0.091313,0.314673
6.184734,0.091232,0.314858
6.189734,0.091226,0.314982
6.194734,0.091161,0.315169
6.199733,0.091182,0.315294
6.204733,0.087867,0.312575
6.209733,0.088527,0.312691
6.214732,0.088481,0.312864
6.219732,0.088466,0.312980
6.224731,0.088423,0.313155
6.229731,0.088596,0.313273
6.234731,0.088479,0.313450
6.239730,0.088412,0.313568
6.244730,0.088269,0.313746
6.249730,0.088129,0.313866
6.254729,0.087931,0.314046
6.259729,0.087714,0.314166
6.264729,0.087468,0.314348
6.269728,0.087272,0.314470
6.274728,0.087005,0.314653
6.279727,0.086763,0.314776
6.284727,0.086470,0.314961
6.289727,0.086401,0.315084
6.294726,0.086121,0.315271
6.299726,0.085895,0.315396
6.304726,0.090004,0.312676
6.309725,0.090188,0.312791
6.314725,0.090072,0.312965
6.319725,0.090162,0.313081
6.324724,0.090004,0.313256
6.329724,0.089962,0.313373
6.334723,0.089765,0.313550
6.339723,0.089704,0.313668
6.344723,0.089387,0.313847
6.349722,0.089201,0.313966
6.354722,0.088898,0.314146
6.359722,0.088847,0.314266
6.364721,0.088595,0.314448
6.369721,0.088299,0.314570
6.374721,0.087995,0.314753
6.379720,0.087603,0.314875
6.384720,0.087241,0.315060
6.389719,0.087443,0.315184
6.394719,0.087149,0.315371
6.399719,0.087336,0.315496
6.404718,0.085948,0.312775
6.409718,0.085849,0.312890
6.414718,0.085606,0.313063
6.419717,0.085104,0.313179
6.424717,0.084927,0.313354
6.429717,0.084976,0.313472
6.434716,0.084746,0.313648
6.439716,0.084622,0.313767
6.444715,0.084363,0.313945
6.449715,0.084168,0.314064
6.454715,0.083881,0.314244
6.459714,0.083650,0.314364
6.464714,0.083346,0.314546
6.469714,0.083109,0.314667
6.474713,0.082796,0.314851
6.479713,0.082746,0.314973
6.484713,0.082469,0.315158
6.489712,0.082515,0.315282
6.494712,0.082283,0.315468
6.499712,0.082695,0.315593
6.504711,0.076327,0.312871
6.509711,0.076262,0.312986
6.514710,0.076293,0.313159
6.519710,0.076479,0.313276
6.524710,0.076479,0.313451
6.529709,0.076659,0.313568
6.534709,0.076594,0.313744
6.539709,0.076524,0.313862
6.544708,0.076485,0.314041
6.549708,0.076528,0.314160
6.554708,0.076573,0.314340
6.559707,0.076649,0.314460
6.564707,0.076719,0.314642
6.569706,0.076813,0.314763
6.574706,0.076901,0.314946
6.579706,0.077009,0.315069
6.584705,0.077113,0.315253
6.589705,0.077190,0.315377
6.594705,0.077300,0.315564
6.599704,0.077035,0.315689
6.604704,0.096547,0.312965
6.609704,0.096352,0.313080
6.614703,0.096460,0.313254
6.619703,0.096597,0.313370
6.624702,0.096697,0.313545
6.629702,0.096830,0.313662
6.634702,0.096910,0.313838
6.639701,0.096976,0.313956
6.644701,0.097042,0.314134
6.649701,0.097081,0.314254
6.654700,0.097142,0.314433
6.659700,0.097203,0.314554
6.664700,0.097273,0.314735
6.669699,0.097277,0.314856
6.674699,0.097334,0.315040
6.679698,0.097588,0.315162
6.684698,0.097692,0.315347
6.689698,0.097950,0.315470
6.694697,0.098090,0.315657
6.699697,0.098446,0.315782
6.704697,0.114427,0.313057
6.709696,0.114628,0.313172
6.714696,0.114869,0.313346
6.719696,0.115055,0.313462
6.724695,0.115296,0.313636
6.729695,0.115456,0.313753
6.734694,0.115699,0.313930
6.739694,0.115885,0.314048
6.744694,0.116111,0.314226
6.749693,0.116264,0.314345
6.754693,0.116495,0.314525
6.759693,0.116660,0.314645
6.764692,0.116897,0.314826
6.769692,0.117049,0.314948
6.774692,0.117284,0.315131
6.779691,0.117369,0.315253
6.784691,0.117591,0.315438
6.789690,0.117803,0.315562
6.794690,0.118033,0.315748
6.799690,0.118237,0.315873
6.804689,0.066126,0.313147
6.809689,0.066088,0.313262
6.814689,0.066020,0.313435
6.819688,0.065952,0.313551
6.824688,0.065890,0.313726
6.829688,0.065847,0.313843
6.834687,0.065783,0.314020
6.839687,0.065745,0.314138
6.844687,0.065680,0.314316
6.849686,0.065642,0.314435
6.854686,0.065579,0.314614
6.859685,0.065532,0.314735
6.864685,0.065466,0.314916
6.869685,0.065425,0.315037
6.874684,0.065359,0.315220
6.879684,0.065319,0.315343
6.884684,0.065252,0.315527
6.889683,0.065254,0.315651
6.894683,0.065197,0.315837
6.899683,0.065195,0.315962
6.904682,0.082341,0.313235
6.909682,0.082244,0.313350
6.914681,0.082146,0.313523
6.919681,0.082057,0.313639
6.924681,0.081965,0.313814
6.929680,0.081886,0.313931
6.934680,0.081802,0.314107
6.939680,0.081751,0.314225
6.944679,0.081663,0.314403
6.949679,0.081606,0.314522
6.954679,0.081520,0.314702
6.959678,0.081461,0.314822
6.964678,0.081375,0.315003
6.969677,0.081282,0.315125
6.974677,0.081185,0.315307
6.979677,0.081104,0.315430
6.984676,0.081004,0.315614
6.989676,0.080921,0.315738
6.994676,0.080817,0.315924
6.999675,0.080790,0.316049
7.004675,0.100736,0.313321
7.009675,0.100855,0.313436
7.014674,0.100968,0.313609
7.019674,0.101023,0.313725
7.024673,0.101145,0.313900
7.029673,0.101230,0.314017
7.034673,0.101358,0.314193
7.039672,0.101454,0.314311
7.044672,0.101581,0.314489
7.049672,0.101672,0.314608
7.054671,0.101813,0.314788
7.059671,0.101917,0.314908
7.064671,0.102068,0.315089
7.069670,0.102182,0.315210
7.074670,0.102342,0.315393
7.079669,0.102423,0.315515
7.084669,0.102584,0.315700
7.089669,0.102663,0.315823
7.094668,0.102824,0.316010
7.099668,0.102964,0.316134
7.104668,0.088542,0.313406
7.109667,0.088469,0.313521
7.114667,0.088345,0.313694
7.119667,0.088248,0.313809
7.124666,0.088126,0.313984
7.129666,0.088046,0.314101
7.134665,0.087925,0.314277
7.139665,0.087848,0.314395
7.144665,0.087725,0.314573
7.149664,0.087654,0.314692
7.154664,0.087545,0.314871
7.159664,0.087465,0.314992
7.164663,0.087355,0.315173
7.169663,0.087284,0.315294
7.174663,0.087181,0.315477
7.179662,0.087075,0.315599
7.184662,0.086967,0.315783
7.189662,0.086936,0.315907
7.194661,0.086845,0.316093
7.199661,0.086812,0.316217
7.204660,0.127910,0.313488
7.209660,0.128130,0.313603
7.214660,0.128404,0.313776
7.219659,0.128723,0.313892
7.224659,0.128980,0.314066
7.229659,0.129168,0.314183
7.234658,0.129423,0.314359
7.239658,0.129597,0.314477
7.244658,0.129843,0.314655
7.249657,0.129995,0.314774
7.254657,0.130232,0.314953
7.259656,0.130475,0.315073
7.264656,0.130746,0.315254
7.269656,0.130845,0.315375
7.274655,0.131092,0.315558
7.279655,0.131222,0.315680
7.284655,0.131460,0.315865
7.289654,0.131660,0.315988
7.294654,0.131903,0.316174
7.299654,0.132069,0.316299
7.304653,0.100125,0.313568
7.309653,0.100365,0.313683
7.314652,0.100613,0.313856
7.319652,0.100807,0.313972
7.324652,0.101046,0.314146
7.329651,0.101261,0.314263
7.334651,0.101476,0.314439
7.339651,0.101597,0.314557
7.344650,0.101844,0.314735
7.349650,0.102055,0.314854
7.354650,0.102352,0.315033
7.359649,0.102651,0.315153
7.364649,0.102993,0.315334
7.369648,0.103269,0.315455
7.374648,0.103626,0.315638
7.379648,0.103896,0.315760
7.384647,0.104262,0.315944
7.389647,0.104460,0.316068
7.394647,0.104820,0.316254
7.399646,0.104781,0.316378
7.404646,0.077181,0.313647
7.409646,0.077243,0.313762
7.414645,0.077541,0.313935
7.419645,0.077856,0.314050
7.424644,0.078130,0.314225
7.429644,0.078366,0.314342
7.434644,0.078619,0.314518
7.439643,0.078786,0.314635
7.444643,0.079037,0.314813
7.449643,0.079177,0.314932
7.454642,0.079395,0.315111
7.459642,0.079440,0.315231
7.464642,0.079609,0.315412
7.469641,0.079856,0.315533
7.474641,0.080060,0.315716
7.479640,0.080090,0.315838
7.484640,0.080265,0.316022
7.489640,0.080477,0.316146
7.494639,0.080665,0.316332
7.499639,0.080872,0.316456
7.504639,0.083855,0.313724
7.509638,0.084063,0.313839
7.514638,0.084170,0.314011
7.519638,0.084187,0.314127
7.524637,0.084307,0.314302
7.529637,0.084356,0.314418
7.534636,0.084492,0.314594
7.539636,0.084560,0.314712
7.544636,0.084726,0.314890
7.549635,0.084856,0.315009
7.554635,0.085044,0.315188
7.559635,0.085201,0.315308
7.564634,0.085402,0.315489
7.569634,0.085530,0.315610
7.574634,0.085728,0.315792
7.579633,0.085785,0.315914
7.584633,0.085966,0.316099
7.589633,0.086023,0.316222
7.594632,0.086192,0.316408
7.599632,0.086177,0.316532
7.604631,0.134829,0.313799
7.609631,0.135076,0.313914
7.614631,0.135473,0.314087
7.619630,0.135751,0.314202
7.624630,0.136155,0.314377
7.629630,0.136425,0.314493
7.634629,0.136837,0.314669
7.639629,0.137113,0.314787
7.644629,0.137532,0.314965
7.649628,0.137810,0.315083
7.654628,0.138230,0.315263
7.659627,0.138521,0.315383
7.664627,0.138950,0.315563
7.669627,0.139247,0.315684
7.674626,0.139682,0.315867
7.679626,0.139942,0.315989
7.684626,0.140376,0.316173
7.689625,0.140639,0.316296
7.694625,0.141074,0.316482
7.699625,0.141354,0.316607
7.704624,0.122572,0.313873
7.709624,0.122686,0.313987
7.714623,0.122792,0.314160
7.719623,0.122776,0.314276
7.724623,0.122900,0.314450
7.729622,0.122999,0.314567
7.734622,0.123119,0.314743
7.739622,0.123198,0.314860
7.744621,0.123319,0.315038
7.749621,0.123399,0.315157
7.754621,0.123520,0.315336
7.759620,0.123615,0.315456
7.764620,0.123745,0.315637
7.769619,0.123837,0.315758
7.774619,0.123968,0.315940
7.779619,0.124091,0.316062
7.784618,0.124231,0.316246
7.789618,0.124343,0.316369
7.794618,0.124489,0.316555
7.799617,0.124563,0.316680
7.804617,0.143750,0.313945
7.809617,0.143893,0.314059
7.814616,0.144118,0.314232
7.819616,0.144270,0.314348
7.824615,0.144504,0.314522
7.829615,0.144661,0.314639
7.834615,0.144900,0.314814
7.839614,0.145062,0.314932
7.844614,0.145308,0.315110
7.849614,0.145474,0.315228
7.854613,0.145725,0.315408
7.859613,0.145896,0.315527
7.864613,0.146153,0.315708
7.869612,0.146330,0.315829
7.874612,0.146594,0.316011
7.879611,0.146772,0.316134
7.884611,0.147042,0.316318
7.889611,0.147221,0.316441
7.894610,0.147497,0.316626
7.899610,0.147688,0.316751
7.904610,0.160967,0.314015
7.909609,0.161189,0.314130
7.914609,0.161527,0.314302
7.919609,0.161755,0.314418
7.924608,0.162100,0.314592
7.929608,0.162333,0.314709
7.934608,0.162685,0.314885
7.939607,0.162921,0.315002
7.944607,0.163281,0.315180
7.949606,0.163523,0.315298
7.954606,0.163890,0.315477
7.959606,0.164137,0.315597
7.964605,0.164508,0.315778
7.969605,0.164758,0.315899
7.974605,0.165138,0.316081
7.979604,0.165394,0.316203
7.984604,0.165780,0.316387
7.989604,0.166038,0.316510
7.994603,0.166431,0.316696
7.999603,0.166694,0.316820
8.004604,0.248703,0.314084
8.009606,0.249216,0.314198
8.014608,0.249988,0.314371
8.019610,0.250504,0.314487
8.024612,0.251282,0.314661
8.029614,0.251801,0.314777
8.034616,0.252581,0.314953
8.039618,0.253102,0.315071
8.044621,0.253884,0.315248
8.049623,0.254406,0.315367
8.054625,0.255190,0.315546
8.059627,0.255713,0.315666
8.064629,0.256499,0.315846
8.069631,0.257024,0.315967
8.074633,0.257813,0.316149
8.079635,0.258341,0.316271
8.084637,0.259133,0.316455
8.089639,0.259663,0.316578
8.094641,0.260460,0.316764
8.099643,0.260995,0.316888
8.104645,0.210046,0.314151
8.109647,0.210379,0.314266
8.114649,0.210879,0.314438
8.119651,0.211213,0.314554
8.124653,0.211717,0.314728
8.129655,0.212055,0.314844
8.134657,0.212566,0.315020
8.139659,0.212909,0.315138
8.144661,0.213428,0.315315
8.149663,0.213777,0.315434
8.154665,0.214306,0.315612
8.159667,0.214661,0.315732
8.164669,0.215198,0.315913
8.169671,0.215559,0.316034
8.174673,0.216103,0.316216
8.179675,0.216469,0.316338
8.184677,0.217021,0.316522
8.189679,0.217393,0.316645
8.194681,0.217953,0.316831
8.199683,0.218329,0.316955
8.204685,0.146791,0.314217
8.209687,0.147050,0.314331
8.214689,0.147514,0.314504
8.219691,0.147821,0.314619
8.224693,0.148289,0.314793
8.229695,0.148602,0.314910
8.234697,0.149077,0.315085
8.239699,0.149395,0.315203
8.244701,0.149882,0.315380
8.249703,0.150211,0.315499
8.254705,0.150710,0.315678
8.259707,0.151059,0.315798
8.264709,0.151577,0.315978
8.269711,0.151893,0.316099
8.274714,0.152410,0.316281
8.279716,0.152762,0.316403
8.284718,0.153289,0.316587
8.289720,0.153644,0.316710
8.294722,0.154179,0.316896
8.299724,0.154533,0.317020
8.304726,0.130532,0.314281
8.309728,0.130906,0.314395
8.314730,0.131370,0.314568
8.319732,0.131695,0.314683
8.324734,0.132158,0.314857
8.329736,0.132502,0.314974
8.334738,0.132958,0.315149
8.339740,0.133256,0.315267
8.344742,0.133720,0.315444
8.349744,0.134034,0.315563
8.354746,0.134514,0.315742
8.359748,0.134844,0.315861
8.364750,0.135334,0.316042
8.369752,0.135679,0.316163
8.374754,0.136179,0.316345
8.379756,0.136492,0.316467
8.384758,0.136993,0.316651
8.389760,0.137322,0.316774
8.394762,0.137828,0.316959
8.399764,0.138148,0.317083
8.404766,0.114007,0.314344
8.409768,0.114490,0.314458
8.414770,0.115220,0.314631
8.419772,0.115722,0.314746
8.424774,0.116454,0.314920
8.429776,0.116946,0.315036
8.434778,0.117689,0.315212
8.439780,0.118187,0.315330
8.444782,0.118940,0.315507
8.449784,0.119446,0.315625
8.454786,0.120211,0.315804
8.459788,0.120725,0.315924
8.464790,0.121501,0.316104
8.469792,0.122021,0.316225
8.474794,0.122806,0.316407
8.479796,0.123333,0.316529
8.484798,0.124128,0.316713
8.489800,0.124662,0.316836
8.494802,0.125467,0.317021
8.499804,0.126005,0.317145
8.504807,0.129651,0.314405
8.509809,0.130077,0.314520
8.514811,0.130713,0.314692
8.519813,0.131140,0.314807
8.524815,0.131780,0.314981
8.529817,0.132211,0.315098
8.534819,0.132854,0.315273
8.539821,0.133284,0.315391
8.544823,0.133929,0.315568
8.549825,0.134361,0.315687
8.554827,0.135010,0.315865
8.559829,0.135445,0.315985
8.564831,0.136098,0.316165
8.569833,0.136532,0.316286
8.574835,0.137188,0.316468
8.579837,0.137634,0.316590
8.584839,0.138297,0.316774
8.589841,0.138748,0.316897
8.594843,0.139418,0.317082
8.599845,0.139864,0.317206
8.604847,0.190785,0.314465
8.609849,0.191430,0.314580
8.614851,0.192402,0.314752
8.619853,0.193052,0.314867
8.624855,0.194031,0.315041
8.629857,0.194687,0.315158
8.634859,0.195672,0.315333
8.639861,0.196331,0.315451
8.644863,0.197321,0.315628
8.649865,0.197983,0.315746
8.654867,0.198977,0.315925
8.659869,0.199641,0.316045
8.664871,0.200639,0.316225
8.669873,0.201306,0.316346
8.674875,0.202307,0.316528
8.679877,0.202978,0.316650
8.684879,0.203983,0.316833
8.689881,0.204654,0.316956
8.694883,0.205662,0.317142
8.699885,0.206337,0.317266
8.704887,0.209787,0.314524
8.709889,0.210480,0.314638
8.714891,0.211521,0.314811
8.719893,0.212215,0.314926
8.724895,0.213257,0.315100
8.729897,0.213953,0.315216
8.734900,0.214997,0.315392
8.739902,0.215693,0.315509
8.744904,0.216738,0.315686
8.749906,0.217435,0.315805
8.754908,0.218480,0.315984
8.759910,0.219177,0.316103
8.764912,0.220221,0.316283
8.769914,0.220919,0.316404
8.774916,0.221964,0.316586
8.779918,0.222661,0.316708
8.784920,0.223705,0.316892
8.789922,0.224401,0.317015
8.794924,0.225445,0.317200
8.799926,0.226144,0.317324
8.804928,0.196294,0.314582
8.809930,0.196935,0.314696
8.814932,0.197894,0.314868
8.819934,0.198531,0.314983
8.824936,0.199491,0.315157
8.829938,0.200132,0.315274
8.834940,0.201094,0.315449
8.839942,0.201736,0.315567
8.844944,0.202701,0.315744
8.849946,0.203346,0.315862
8.854948,0.204313,0.316041
8.859950,0.204955,0.316160
8.864952,0.205923,0.316341
8.869954,0.206569,0.316461
8.874956,0.207539,0.316643
8.879958,0.208184,0.316765
8.884960,0.209155,0.316949
8.889962,0.209798,0.317071
8.894964,0.210771,0.317257
8.899966,0.211411,0.317381
8.904968,0.175332,0.314638
8.909970,0.175807,0.314752
8.914972,0.176516,0.314924
8.919974,0.176988,0.315040
8.924976,0.177698,0.315213
8.929978,0.178169,0.315330
8.934980,0.178881,0.315505
8.939982,0.179357,0.315622
8.944984,0.180072,0.315799
8.949986,0.180551,0.315918
8.954988,0.181271,0.316096
8.959991,0.181753,0.316216
8.964993,0.182476,0.316396
8.969995,0.182964,0.316517
8.974997,0.183691,0.316699
8.979999,0.184177,0.316821
8.985001,0.184907,0.317004
8.990003,0.185389,0.317127
8.995005,0.186120,0.317312
9.000007,0.186600,0.317436
9.005009,0.125802,0.314693
9.010011,0.126052,0.314807
9.015013,0.126446,0.314979
9.020015,0.126707,0.315094
9.025017,0.127104,0.315268
9.030019,0.127371,0.315384
9.035021,0.127771,0.315560
9.040023,0.128038,0.315677
9.045025,0.128443,0.315854
9.050027,0.128714,0.315972
9.055029,0.129122,0.316151
9.060031,0.129395,0.316271
9.065033,0.129809,0.316451
9.070035,0.130087,0.316571
9.075037,0.130505,0.316753
9.080039,0.130787,0.316875
9.085041,0.131213,0.317058
9.090043,0.131498,0.317181
9.095045,0.131929,0.317367
9.100047,0.132218,0.317491
9.105049,0.175244,0.314746
9.110051,0.175554,0.314860
9.115053,0.176029,0.315033
9.120055,0.176348,0.315148
9.125057,0.176827,0.315322
9.130059,0.177151,0.315438
9.135061,0.177634,0.315613
9.140063,0.177958,0.315730
9.145065,0.178444,0.315907
9.150067,0.178770,0.316026
9.155069,0.179261,0.316204
9.160071,0.179589,0.316324
9.165073,0.180082,0.316504
9.170075,0.180410,0.316625
9.175077,0.180906,0.316806
9.180079,0.181233,0.316928
9.185081,0.181732,0.317112
9.190084,0.182063,0.317234
9.195086,0.182566,0.317420
9.200088,0.182902,0.317544
9.205090,0.162938,0.314799
9.210092,0.163336,0.314913
9.215094,0.163906,0.315085
9.220096,0.164296,0.315200
9.225098,0.164867,0.315374
9.230100,0.165255,0.315490
9.235102,0.165829,0.315665
9.240104,0.166214,0.315783
9.245106,0.166793,0.315960
9.250108,0.167181,0.316078
9.255110,0.167767,0.316256
9.260112,0.168163,0.316376
9.265114,0.168758,0.316556
