time, Quad.Est.E.Pos, Quad.Est.S.Z
9.270116,0.169160,0.316677
9.275118,0.169761,0.316858
9.280120,0.170162,0.316980
9.285122,0.170769,0.317164
9.290124,0.171180,0.317286
9.295126,0.171792,0.317471
9.300128,0.172208,0.317595
9.305130,0.157040,0.314850
9.310132,0.157402,0.314964
9.315134,0.157942,0.315136
9.320136,0.158302,0.315251
9.325138,0.158839,0.315425
9.330140,0.159199,0.315541
9.335142,0.159732,0.315716
9.340144,0.160086,0.315834
9.345146,0.160615,0.316011
9.350148,0.160965,0.316129
9.355150,0.161488,0.316307
9.360152,0.161836,0.316427
9.365154,0.162357,0.316607
9.370156,0.162704,0.316727
9.375158,0.163222,0.316909
9.380160,0.163566,0.317031
9.385162,0.164081,0.317214
9.390164,0.164423,0.317337
9.395166,0.164932,0.317522
9.400168,0.165269,0.317646
9.405170,0.140649,0.314900
9.410172,0.141014,0.315014
9.415174,0.141553,0.315186
9.420177,0.141910,0.315301
9.425179,0.142443,0.315475
9.430181,0.142798,0.315591
9.435183,0.143324,0.315766
9.440185,0.143675,0.315884
9.445187,0.144198,0.316060
9.450189,0.144553,0.316179
9.455191,0.145076,0.316357
9.460193,0.145411,0.316477
9.465195,0.145925,0.316657
9.470197,0.146257,0.316777
9.475199,0.146766,0.316959
9.480201,0.147133,0.317081
9.485203,0.147646,0.317264
9.490205,0.147969,0.317387
9.495207,0.148476,0.317572
9.500209,0.148814,0.317696
9.505211,0.123424,0.314949
9.510213,0.123795,0.315063
9.515215,0.124293,0.315235
9.520217,0.124624,0.315350
9.525219,0.125121,0.315524
9.530221,0.125424,0.315640
9.535223,0.125930,0.315815
9.540225,0.126266,0.315932
9.545227,0.126772,0.316109
9.550229,0.127106,0.316228
9.555231,0.127607,0.316406
9.560233,0.127936,0.316525
9.565235,0.128433,0.316705
9.570237,0.128701,0.316826
9.575239,0.129179,0.317008
9.580241,0.129492,0.317129
9.585243,0.129970,0.317313
9.590245,0.130292,0.317435
9.595247,0.130771,0.317620
9.600249,0.131093,0.317744
9.605251,0.161177,0.314997
9.610253,0.161715,0.315111
9.615255,0.162524,0.315283
9.620257,0.163088,0.315398
9.625259,0.163897,0.315572
9.630261,0.164436,0.315688
9.635263,0.165252,0.315863
9.640265,0.165797,0.315980
9.645267,0.166619,0.316157
9.650270,0.167169,0.316275
9.655272,0.167996,0.316454
9.660274,0.168555,0.316573
9.665276,0.169390,0.316753
9.670278,0.169913,0.316874
9.675280,0.170743,0.317055
9.680282,0.171282,0.317177
9.685284,0.172112,0.317360
9.690286,0.172691,0.317483
9.695288,0.173532,0.317668
9.700290,0.174105,0.317792
9.705292,0.164182,0.315044
9.710294,0.164522,0.315158
9.715296,0.165031,0.315330
9.720298,0.165388,0.315445
9.725300,0.165893,0.315618
9.730302,0.166221,0.315735
9.735304,0.166729,0.315910
9.740306,0.167070,0.316027
9.745308,0.167577,0.316204
9.750310,0.167917,0.316322
9.755312,0.168427,0.316500
9.760314,0.168755,0.316620
9.765316,0.169260,0.316800
9.770318,0.169609,0.316920
9.775320,0.170117,0.317102
9.780322,0.170510,0.317223
9.785324,0.171032,0.317407
9.790326,0.171341,0.317529
9.795328,0.171854,0.317714
9.800330,0.172225,0.317838
9.805332,0.154618,0.315090
9.810334,0.154926,0.315204
9.815336,0.155404,0.315376
9.820338,0.155674,0.315491
9.825340,0.156158,0.315664
9.830342,0.156481,0.315780
9.835344,0.156959,0.315955
9.840346,0.157289,0.316073
9.845348,0.157750,0.316249
9.850350,0.158054,0.316368
9.855352,0.158511,0.316546
9.860354,0.158822,0.316665
9.865356,0.159280,0.316845
9.870358,0.159584,0.316966
9.875360,0.160041,0.317147
9.880363,0.160398,0.317269
9.885365,0.160866,0.317452
9.890367,0.161123,0.317575
9.895369,0.161579,0.317760
9.900371,0.161768,0.317883
9.905373,0.179130,0.315134
9.910375,0.179299,0.315249
9.915377,0.179579,0.315420
9.920379,0.179762,0.315535
9.925381,0.180047,0.315709
9.930383,0.180236,0.315825
9.935385,0.180523,0.316000
9.940387,0.180705,0.316117
9.945389,0.181003,0.316294
9.950391,0.181200,0.316412
9.955393,0.181496,0.316590
9.960395,0.181702,0.316710
9.965397,0.182003,0.316890
9.970399,0.182204,0.317010
9.975401,0.182505,0.317192
9.980403,0.182721,0.317313
9.985405,0.183026,0.317496
9.990407,0.183215,0.317619
9.995409,0.183519,0.317804
10.000411,0.183711,0.317928
10.005413,0.183147,0.315178
10.010415,0.183322,0.315292
10.015417,0.183597,0.315464
10.020419,0.183782,0.315579
10.025421,0.184055,0.315753
10.030423,0.184239,0.315869
10.035425,0.184511,0.316044
10.040427,0.184693,0.316161
10.045429,0.184965,0.316338
10.050431,0.185148,0.316456
10.055433,0.185418,0.316634
10.060435,0.185596,0.316753
10.065437,0.185865,0.316933
10.070439,0.186043,0.317054
10.075441,0.186312,0.317235
10.080443,0.186488,0.317357
10.085445,0.186753,0.317540
10.090447,0.186939,0.317663
10.095449,0.187207,0.317847
10.100451,0.187386,0.317971
10.105453,0.157653,0.315221
10.110456,0.157642,0.315335
10.115458,0.157612,0.315507
10.120460,0.157619,0.315622
10.125462,0.157594,0.315795
10.130464,0.157586,0.315912
10.135466,0.157569,0.316087
10.140468,0.157563,0.316204
10.145470,0.157560,0.316380
10.150472,0.157570,0.316498
10.155474,0.157586,0.316677
10.160476,0.157591,0.316796
10.165478,0.157620,0.316976
10.170480,0.157652,0.317096
10.175482,0.157700,0.317278
10.180484,0.157751,0.317399
10.185486,0.157818,0.317582
10.190488,0.157862,0.317705
10.195490,0.157945,0.317890
10.200492,0.158018,0.318014
10.205494,0.135781,0.315263
10.210496,0.135955,0.315377
10.215498,0.136200,0.315549
10.220500,0.136366,0.315664
10.225502,0.136630,0.315837
10.230504,0.136818,0.315953
10.235506,0.137101,0.316128
10.240508,0.137293,0.316245
10.245510,0.137598,0.316422
10.250512,0.137816,0.316540
10.255514,0.138154,0.316718
10.260516,0.138388,0.316838
10.265518,0.138753,0.317017
10.270520,0.138952,0.317138
10.275522,0.139323,0.317319
10.280524,0.139569,0.317441
10.285526,0.139958,0.317624
10.290528,0.140220,0.317746
10.295530,0.140628,0.317931
10.300532,0.140923,0.318055
10.305534,0.117113,0.315304
10.310536,0.117217,0.315418
10.315538,0.117375,0.315590
10.320540,0.117472,0.315705
10.325542,0.117634,0.315878
10.330544,0.117748,0.315994
10.335546,0.117915,0.316169
10.340549,0.118028,0.316286
10.345551,0.118198,0.316463
10.350553,0.118313,0.316581
10.355555,0.118488,0.316759
10.360557,0.118599,0.316878
10.365559,0.118774,0.317058
10.370561,0.118874,0.317178
10.375563,0.119044,0.317360
10.380565,0.119168,0.317481
10.385567,0.119340,0.317664
10.390569,0.119468,0.317787
10.395571,0.119642,0.317972
10.400573,0.119783,0.318095
10.405575,0.138655,0.315344
10.410577,0.138788,0.315458
10.415579,0.138977,0.315630
10.420581,0.139094,0.315745
10.425583,0.139283,0.315918
10.430585,0.139402,0.316034
10.435587,0.139593,0.316209
10.440589,0.139724,0.316326
10.445591,0.139912,0.316502
10.450593,0.140038,0.316621
10.455595,0.140227,0.316799
10.460597,0.140350,0.316918
10.465599,0.140538,0.317098
10.470601,0.140677,0.317218
10.475603,0.140869,0.317399
10.480605,0.140981,0.317521
10.485607,0.141170,0.317704
10.490609,0.141270,0.317826
10.495611,0.141455,0.318011
10.500613,0.141556,0.318135
10.505615,0.106043,0.315383
10.510617,0.106036,0.315497
10.515619,0.106084,0.315669
10.520621,0.106098,0.315784
10.525623,0.106151,0.315957
10.530625,0.106164,0.316073
10.535627,0.106227,0.316248
10.540629,0.106263,0.316365
10.545631,0.106340,0.316541
10.550633,0.106394,0.316659
10.555635,0.106478,0.316837
10.560637,0.106544,0.316957
10.565639,0.106641,0.317136
10.570642,0.106706,0.317257
10.575644,0.106811,0.317438
10.580646,0.106905,0.317560
10.585648,0.107024,0.317743
10.590650,0.107088,0.317865
10.595652,0.107213,0.318050
10.600654,0.107265,0.318174
10.605656,0.178698,0.315421
10.610658,0.179167,0.315535
10.615660,0.179894,0.315707
10.620662,0.180391,0.315822
10.625664,0.181126,0.315995
10.630666,0.181611,0.316111
10.635668,0.182357,0.316286
10.640670,0.182854,0.316403
10.645672,0.183619,0.316579
10.650674,0.184130,0.316697
10.655676,0.184905,0.316875
10.660678,0.185422,0.316995
10.665680,0.186206,0.317174
10.670682,0.186711,0.317295
10.675684,0.187498,0.317476
10.680686,0.187996,0.317597
10.685688,0.188784,0.317780
10.690690,0.189290,0.317903
10.695692,0.190080,0.318088
10.700694,0.190592,0.318211
10.705696,0.151228,0.315459
10.710698,0.151492,0.315572
10.715700,0.151903,0.315744
10.720702,0.152182,0.315859
10.725704,0.152596,0.316032
10.730706,0.152858,0.316148
10.735708,0.153280,0.316323
10.740710,0.153571,0.316440
10.745712,0.153993,0.316616
10.750714,0.154275,0.316735
10.755716,0.154700,0.316913
10.760718,0.154982,0.317032
10.765720,0.155408,0.317211
10.770722,0.155693,0.317332
10.775724,0.156123,0.317513
10.780726,0.156405,0.317634
10.785728,0.156838,0.317817
10.790730,0.157137,0.317940
10.795732,0.157577,0.318125
10.800735,0.157876,0.318248
10.805737,0.169768,0.315495
10.810739,0.169868,0.315609
10.815741,0.170023,0.315781
10.820743,0.170125,0.315895
10.825745,0.170285,0.316069
10.830747,0.170394,0.316185
10.835749,0.170556,0.316359
10.840751,0.170665,0.316476
10.845753,0.170830,0.316653
10.850755,0.170941,0.316771
10.855757,0.171109,0.316949
10.860759,0.171223,0.317068
10.865761,0.171395,0.317248
10.870763,0.171498,0.317368
10.875765,0.171669,0.317549
10.880767,0.171777,0.317671
10.885769,0.171950,0.317854
10.890771,0.172057,0.317976
10.895773,0.172232,0.318161
10.900775,0.172346,0.318284
10.905777,0.195161,0.315531
10.910779,0.195326,0.315645
10.915781,0.195595,0.315816
10.920783,0.195773,0.315931
10.925785,0.196044,0.316104
10.930787,0.196226,0.316220
10.935789,0.196498,0.316395
10.940791,0.196679,0.316512
10.945793,0.196954,0.316688
10.950795,0.197137,0.316806
10.955797,0.197411,0.316984
10.960799,0.197593,0.317104
10.965801,0.197868,0.317283
10.970803,0.198052,0.317403
10.975805,0.198329,0.317585
10.980807,0.198512,0.317706
10.985809,0.198789,0.317889
10.990811,0.198973,0.318012
10.995813,0.199253,0.318196
11.000815,0.199437,0.318320
11.005817,0.223687,0.315566
11.010819,0.223904,0.315679
11.015821,0.224231,0.315851
11.020823,0.224448,0.315966
11.025826,0.224776,0.316139
11.030828,0.224995,0.316255
11.035830,0.225326,0.316430
11.040832,0.225547,0.316547
11.045834,0.225879,0.316723
11.050836,0.226101,0.316841
11.055838,0.226433,0.317019
11.060840,0.226654,0.317138
11.065842,0.226985,0.317318
11.070844,0.227205,0.317438
11.075846,0.227536,0.317619
11.080848,0.227757,0.317741
11.085850,0.228088,0.317924
11.090852,0.228308,0.318046
11.095854,0.228641,0.318231
11.100856,0.228857,0.318354
11.105858,0.226727,0.315600
11.110860,0.226811,0.315714
11.115862,0.226936,0.315885
11.120864,0.227019,0.316000
11.125866,0.227142,0.316173
11.130868,0.227225,0.316289
11.135870,0.227348,0.316464
11.140872,0.227430,0.316581
11.145874,0.227555,0.316757
11.150876,0.227637,0.316875
11.155878,0.227761,0.317053
11.160880,0.227844,0.317172
11.165882,0.227966,0.317352
11.170884,0.228053,0.317472
11.175886,0.228177,0.317653
11.180888,0.228264,0.317775
11.185890,0.228389,0.317958
11.190892,0.228474,0.318080
11.195894,0.228599,0.318265
11.200896,0.228694,0.318388
11.205898,0.166336,0.315633
11.210900,0.166191,0.315747
11.215902,0.166006,0.315919
11.220904,0.165882,0.316033
11.225906,0.165698,0.316206
11.230908,0.165566,0.316322
11.235910,0.165394,0.316497
11.240912,0.165283,0.316614
11.245914,0.165128,0.316790
11.250916,0.165023,0.316908
11.255919,0.164876,0.317086
11.260921,0.164778,0.317205
11.265923,0.164639,0.317385
11.270925,0.164521,0.317505
11.275927,0.164381,0.317686
11.280929,0.164328,0.317808
11.285931,0.164203,0.317991
11.290933,0.164103,0.318113
11.295935,0.163979,0.318298
11.300937,0.163918,0.318421
11.305939,0.172169,0.315666
11.310941,0.172283,0.315780
11.315943,0.172453,0.315951
11.320945,0.172483,0.316066
11.325947,0.172668,0.316239
11.330949,0.172848,0.316355
11.335951,0.173020,0.316530
11.340953,0.173141,0.316647
11.345955,0.173305,0.316823
11.350957,0.173426,0.316941
11.355959,0.173607,0.317119
11.360961,0.173689,0.317238
11.365963,0.173853,0.317418
11.370965,0.173939,0.317538
11.375967,0.174094,0.317719
11.380969,0.174226,0.317840
11.385971,0.174386,0.318023
11.390973,0.174464,0.318145
11.395975,0.174619,0.318330
11.400977,0.174688,0.318454
11.405979,0.199265,0.315698
11.410981,0.199367,0.315812
11.415983,0.199550,0.315983
11.420985,0.199680,0.316098
11.425987,0.199862,0.316271
11.430989,0.199988,0.316387
11.435991,0.200171,0.316562
11.440993,0.200292,0.316679
11.445995,0.200476,0.316855
11.450997,0.200596,0.316973
11.455999,0.200776,0.317151
11.461001,0.200888,0.317270
11.466003,0.201064,0.317449
11.471005,0.201191,0.317569
11.476007,0.201371,0.317751
11.481009,0.201486,0.317872
11.486012,0.201666,0.318055
11.491014,0.201780,0.318177
11.496016,0.201961,0.318362
11.501018,0.202095,0.318485
11.506020,0.191232,0.315729
11.511022,0.191359,0.315843
11.516024,0.191547,0.316014
11.521026,0.191679,0.316129
11.526028,0.191862,0.316302
11.531030,0.191960,0.316418
11.536032,0.192148,0.316593
11.541034,0.192270,0.316710
11.546036,0.192463,0.316886
11.551038,0.192589,0.317004
11.556040,0.192779,0.317182
11.561042,0.192907,0.317301
11.566044,0.193100,0.317480
11.571046,0.193192,0.317601
11.576048,0.193374,0.317782
11.581050,0.193502,0.317903
11.586052,0.193685,0.318086
11.591054,0.193830,0.318208
11.596056,0.194017,0.318393
11.601058,0.194139,0.318516
11.606060,0.198167,0.315760
11.611062,0.198424,0.315873
11.616064,0.198818,0.316045
11.621066,0.199070,0.316160
11.626068,0.199466,0.316333
11.631070,0.199727,0.316449
11.636072,0.200123,0.316623
11.641074,0.200387,0.316740
11.646076,0.200782,0.316916
11.651078,0.201046,0.317034
11.656080,0.201440,0.317212
11.661082,0.201704,0.317331
11.666084,0.202099,0.317511
11.671086,0.202359,0.317631
11.676088,0.202755,0.317812
11.681090,0.203020,0.317933
11.686092,0.203416,0.318116
11.691094,0.203672,0.318238
11.696096,0.204065,0.318423
11.701098,0.204320,0.318546
11.706100,0.172057,0.315790
11.711102,0.172250,0.315903
11.716105,0.172538,0.316075
11.721107,0.172722,0.316190
11.726109,0.173008,0.316363
11.731111,0.173204,0.316478
11.736113,0.173486,0.316653
11.741115,0.173673,0.316770
11.746117,0.173955,0.316946
11.751119,0.174144,0.317064
11.756121,0.174428,0.317242
11.761123,0.174617,0.317361
11.766125,0.174901,0.317540
11.771127,0.175091,0.317661
11.776129,0.175375,0.317842
11.781131,0.175552,0.317963
11.786133,0.175832,0.318146
11.791135,0.176023,0.318268
11.796137,0.176303,0.318452
11.801139,0.176493,0.318576
11.806141,0.164681,0.315819
11.811143,0.164761,0.315933
11.816145,0.164916,0.316104
11.821147,0.165034,0.316219
11.826149,0.165185,0.316392
11.831151,0.165280,0.316508
11.836153,0.165430,0.316682
11.841155,0.165530,0.316799
11.846157,0.165680,0.316975
11.851159,0.165782,0.317093
11.856161,0.165933,0.317271
11.861163,0.166030,0.317390
11.866165,0.166178,0.317569
11.871167,0.166285,0.317690
11.876169,0.166437,0.317871
11.881171,0.166536,0.317992
11.886173,0.166687,0.318175
11.891175,0.166781,0.318297
11.896177,0.166931,0.318481
11.901179,0.167035,0.318605
11.906181,0.126366,0.315847
11.911183,0.126390,0.315961
11.916185,0.126430,0.316132
11.921187,0.126458,0.316247
11.926189,0.126495,0.316420
11.931191,0.126514,0.316536
11.936193,0.126554,0.316711
11.941195,0.126584,0.316827
11.946198,0.126624,0.317003
11.951200,0.126651,0.317121
11.956202,0.126692,0.317299
11.961204,0.126716,0.317418
11.966206,0.126757,0.317598
11.971208,0.126762,0.317718
11.976210,0.126798,0.317899
11.981212,0.126791,0.318020
11.986214,0.126819,0.318203
11.991216,0.126837,0.318325
11.996218,0.126865,0.318510
12.001220,0.126888,0.318633
12.006222,0.122944,0.315875
12.011224,0.122914,0.315989
12.016226,0.122917,0.316160
12.021228,0.122910,0.316275
12.026230,0.122917,0.316448
12.031232,0.122923,0.316564
12.036234,0.122934,0.316738
12.041236,0.122936,0.316855
12.046238,0.122951,0.317031
12.051240,0.122960,0.317149
12.056242,0.122972,0.317327
12.061244,0.122969,0.317446
12.066246,0.122974,0.317625
12.071248,0.122971,0.317745
12.076250,0.122973,0.317926
12.081252,0.123001,0.318048
12.086254,0.123006,0.318230
12.091256,0.122995,0.318353
12.096258,0.122996,0.318537
12.101260,0.123013,0.318661
12.106262,0.067448,0.315902
12.111264,0.067135,0.316016
12.116266,0.066710,0.316187
12.121268,0.066435,0.316302
12.126270,0.066001,0.316475
12.131272,0.065719,0.316591
12.136274,0.065270,0.316765
12.141276,0.064967,0.316882
12.146278,0.064510,0.317058
12.151280,0.064206,0.317176
12.156282,0.063743,0.317354
12.161284,0.063449,0.317473
12.166286,0.062989,0.317652
12.171288,0.062673,0.317772
12.176291,0.062213,0.317953
12.181293,0.061907,0.318075
12.186295,0.061449,0.318257
12.191297,0.061086,0.318380
12.196299,0.060622,0.318564
12.201301,0.060329,0.318687
12.206303,0.107594,0.315929
12.211305,0.107385,0.316043
12.216307,0.107084,0.316214
12.221309,0.106935,0.316329
12.226311,0.106632,0.316502
12.231313,0.106442,0.316617
12.236315,0.106139,0.316792
12.241317,0.105948,0.316909
12.246319,0.105641,0.317085
12.251321,0.105439,0.317203
12.256323,0.105139,0.317380
12.261325,0.104938,0.317499
12.266327,0.104639,0.317679
12.271329,0.104405,0.317799
12.276331,0.104097,0.317980
12.281333,0.103895,0.318101
12.286335,0.103587,0.318284
12.291337,0.103462,0.318406
12.296339,0.103171,0.318590
12.301341,0.103040,0.318714
12.306343,0.117654,0.315955
12.311345,0.117720,0.316069
12.316347,0.117811,0.316240
12.321349,0.117906,0.316355
12.326351,0.118004,0.316527
12.331353,0.118101,0.316643
12.336355,0.118200,0.316818
12.341357,0.118262,0.316935
12.346359,0.118375,0.317111
12.351361,0.118439,0.317228
12.356363,0.118540,0.317406
12.361365,0.118609,0.317525
12.366367,0.118714,0.317704
12.371369,0.118778,0.317825
12.376371,0.118884,0.318006
12.381373,0.118957,0.318127
12.386375,0.119066,0.318309
12.391377,0.119093,0.318432
12.396379,0.119196,0.318616
12.401381,0.119370,0.318739
12.406384,0.071830,0.315980
12.411386,0.072081,0.316094
12.416388,0.072529,0.316265
12.421390,0.072797,0.316380
12.426392,0.073266,0.316553
12.431394,0.073602,0.316669
12.436396,0.074080,0.316843
12.441398,0.074417,0.316960
12.446400,0.074898,0.317136
12.451402,0.075219,0.317254
12.456404,0.075720,0.317431
12.461406,0.076047,0.317550
12.466408,0.076552,0.317730
12.471410,0.076890,0.317850
12.476412,0.077403,0.318031
12.481414,0.077774,0.318152
12.486416,0.078301,0.318335
12.491418,0.078698,0.318457
12.496420,0.079243,0.318641
12.501422,0.079620,0.318765
12.506424,0.071933,0.316005
12.511426,0.071967,0.316119
12.516428,0.072015,0.316290
12.521430,0.072054,0.316405
12.526432,0.072113,0.316578
12.531434,0.072156,0.316693
12.536436,0.072228,0.316868
12.541438,0.072278,0.316985
12.546440,0.072362,0.317161
12.551442,0.072422,0.317278
12.556444,0.072520,0.317456
12.561446,0.072590,0.317575
12.566448,0.072704,0.317754
12.571450,0.072787,0.317874
12.576452,0.072916,0.318055
12.581454,0.073021,0.318177
12.586456,0.073167,0.318359
12.591458,0.073275,0.318481
12.596460,0.073432,0.318666
12.601462,0.073550,0.318789
12.606464,0.072275,0.316029
12.611466,0.072359,0.316143
12.616468,0.072506,0.316314
12.621470,0.072629,0.316429
12.626472,0.072776,0.316602
12.631474,0.072852,0.316718
12.636477,0.073012,0.316892
12.641479,0.073117,0.317009
12.646481,0.073281,0.317185
12.651483,0.073390,0.317303
12.656485,0.073554,0.317480
12.661487,0.073641,0.317599
12.666489,0.073797,0.317779
12.671491,0.073919,0.317899
12.676493,0.074084,0.318080
12.681495,0.074160,0.318201
12.686497,0.074321,0.318383
12.691499,0.074474,0.318505
12.696501,0.074647,0.318690
12.701503,0.074712,0.318813
12.706505,0.078133,0.316053
12.711507,0.078104,0.316167
12.716509,0.077971,0.316338
12.721511,0.077865,0.316453
12.726513,0.077742,0.316625
12.731515,0.077693,0.316741
12.736517,0.077568,0.316916
12.741519,0.077486,0.317032
12.746521,0.077369,0.317208
12.751523,0.077294,0.317326
12.756525,0.077186,0.317504
12.761527,0.077113,0.317623
12.766529,0.077009,0.317802
12.771531,0.076946,0.317922
12.776533,0.076850,0.318103
12.781535,0.076782,0.318224
12.786537,0.076692,0.318407
12.791539,0.076669,0.318529
12.796541,0.076591,0.318713
12.801543,0.076563,0.318837
12.806545,0.074658,0.316076
12.811547,0.074741,0.316190
12.816549,0.074886,0.316361
12.821551,0.074999,0.316476
12.826553,0.075147,0.316649
12.831555,0.075251,0.316764
12.836557,0.075404,0.316939
12.841559,0.075507,0.317055
12.846561,0.075664,0.317231
12.851563,0.075770,0.317349
12.856565,0.075934,0.317527
12.861567,0.076043,0.317646
12.866570,0.076210,0.317825
12.871572,0.076324,0.317945
12.876574,0.076495,0.318126
12.881576,0.076611,0.318247
12.886578,0.076786,0.318430
12.891580,0.076903,0.318552
12.896582,0.077082,0.318736
12.901584,0.077202,0.318860
12.906586,0.102600,0.316099
12.911588,0.102879,0.316213
12.916590,0.103300,0.316384
12.921592,0.103581,0.316498
12.926594,0.104006,0.316671
12.931596,0.104288,0.316787
12.936598,0.104716,0.316961
12.941600,0.105003,0.317078
12.946602,0.105432,0.317254
12.951604,0.105718,0.317372
12.956606,0.106148,0.317549
12.961608,0.106433,0.317668
12.966610,0.106862,0.317848
12.971612,0.107150,0.317968
12.976614,0.107582,0.318149
12.981616,0.107869,0.318270
12.986618,0.108301,0.318452
12.991620,0.108588,0.318574
12.996622,0.109020,0.318759
13.001624,0.109303,0.318882
13.006626,0.126590,0.316121
13.011628,0.126991,0.316235
13.016630,0.127594,0.316406
13.021632,0.127996,0.316521
13.026634,0.128598,0.316693
13.031636,0.128999,0.316809
13.036638,0.129601,0.316983
13.041640,0.130002,0.317100
13.046642,0.130604,0.317276
13.051644,0.131004,0.317394
13.056646,0.131605,0.317572
13.061648,0.132005,0.317690
13.066650,0.132605,0.317870
13.071652,0.133005,0.317990
13.076654,0.133605,0.318171
13.081656,0.134004,0.318292
13.086658,0.134601,0.318474
13.091660,0.134998,0.318596
13.096663,0.135593,0.318781
13.101665,0.135988,0.318904
13.106667,0.092259,0.316143
13.111669,0.092271,0.316256
13.116671,0.092291,0.316428
13.121673,0.092306,0.316542
13.126675,0.092331,0.316715
13.131677,0.092349,0.316831
13.136679,0.092379,0.317005
13.141681,0.092402,0.317122
13.146683,0.092439,0.317298
13.151685,0.092466,0.317416
13.156687,0.092510,0.317593
13.161689,0.092543,0.317712
13.166691,0.092595,0.317891
13.171693,0.092631,0.318011
13.176695,0.092691,0.318192
13.181697,0.092731,0.318313
13.186699,0.092799,0.318496
13.191701,0.092845,0.318618
13.196703,0.092923,0.318802
13.201705,0.092983,0.318925
13.206707,0.100625,0.316164
13.211709,0.100988,0.316278
13.216711,0.101524,0.316449
13.221713,0.101870,0.316563
13.226715,0.102417,0.316736
13.231717,0.102781,0.316852
13.236719,0.103335,0.317026
13.241721,0.103704,0.317143
13.246723,0.104262,0.317319
13.251725,0.104634,0.317437
13.256727,0.105193,0.317614
13.261729,0.105569,0.317733
13.266731,0.106130,0.317912
13.271733,0.106488,0.318032
13.276735,0.107047,0.318213
13.281737,0.107439,0.318334
13.286739,0.108005,0.318517
13.291741,0.108360,0.318639
13.296743,0.108922,0.318823
13.301745,0.109277,0.318946
13.306747,0.130120,0.316185
13.311749,0.130739,0.316298
13.316751,0.131678,0.316470
13.321754,0.132298,0.316584
13.326756,0.133241,0.316757
13.331758,0.133870,0.316873
13.336760,0.134813,0.317047
13.341762,0.135444,0.317164
13.346764,0.136388,0.317340
13.351766,0.137020,0.317457
13.356768,0.137969,0.317635
13.361770,0.138599,0.317754
13.366772,0.139549,0.317933
13.371774,0.140187,0.318053
13.376776,0.141139,0.318234
13.381778,0.141775,0.318355
13.386780,0.142728,0.318537
13.391782,0.143358,0.318660
13.396784,0.144310,0.318844
13.401786,0.144951,0.318967
13.406788,0.125157,0.316205
13.411790,0.125842,0.316319
13.416792,0.126888,0.316490
13.421794,0.127588,0.316604
13.426796,0.128630,0.316777
13.431798,0.129325,0.316893
13.436800,0.130364,0.317067
13.441802,0.131056,0.317184
13.446804,0.132093,0.317360
13.451806,0.132784,0.317478
13.456808,0.133818,0.317655
13.461810,0.134512,0.317774
13.466812,0.135545,0.317953
13.471814,0.136213,0.318073
13.476816,0.137237,0.318254
13.481818,0.137886,0.318375
13.486820,0.138901,0.318557
13.491822,0.139547,0.318680
13.496824,0.140557,0.318864
13.501826,0.141255,0.318987
13.506828,0.150645,0.316225
13.511830,0.151112,0.316339
13.516832,0.151794,0.316510
13.521834,0.152247,0.316624
13.526836,0.152931,0.316797
13.531838,0.153385,0.316913
13.536840,0.154072,0.317087
13.541842,0.154527,0.317204
13.546844,0.155219,0.317380
13.551847,0.155680,0.317497
13.556849,0.156371,0.317675
13.561851,0.156833,0.317794
13.566853,0.157524,0.317973
13.571855,0.157991,0.318093
13.576857,0.158682,0.318274
13.581859,0.159124,0.318395
13.586861,0.159811,0.318577
13.591863,0.160278,0.318699
13.596865,0.160967,0.318883
13.601867,0.161423,0.319007
13.606869,0.132024,0.316244
13.611871,0.132334,0.316358
13.616873,0.132804,0.316529
13.621875,0.133140,0.316644
13.626877,0.133608,0.316816
13.631879,0.133916,0.316932
13.636881,0.134390,0.317106
13.641883,0.134705,0.317223
13.646885,0.135182,0.317399
13.651887,0.135502,0.317517
13.656889,0.135983,0.317694
13.661891,0.136315,0.317813
13.666893,0.136803,0.317992
13.671895,0.137111,0.318112
13.676897,0.137596,0.318293
13.681899,0.137919,0.318414
13.686901,0.138405,0.318596
13.691903,0.138753,0.318719
13.696905,0.139246,0.318903
13.701907,0.139575,0.319026
13.706909,0.118708,0.316263
13.711911,0.118898,0.316377
13.716913,0.119186,0.316548
13.721915,0.119380,0.316663
13.726917,0.119674,0.316835
13.731919,0.119871,0.316951
13.736921,0.120170,0.317125
13.741923,0.120370,0.317242
13.746925,0.120672,0.317418
13.751927,0.120874,0.317536
13.756929,0.121179,0.317713
13.761931,0.121387,0.317832
13.766933,0.121699,0.318011
13.771935,0.121905,0.318131
13.776937,0.122221,0.318312
13.781940,0.122431,0.318433
13.786942,0.122752,0.318615
13.791944,0.122960,0.318737
13.796946,0.123283,0.318921
13.801948,0.123505,0.319045
13.806950,0.146088,0.316282
13.811952,0.146339,0.316395
13.816954,0.146730,0.316567
13.821956,0.146990,0.316681
13.826958,0.147383,0.316854
13.831960,0.147642,0.316969
13.836962,0.148040,0.317144
13.841964,0.148308,0.317260
13.846966,0.148710,0.317436
13.851968,0.148981,0.317554
13.856970,0.149389,0.317732
13.861972,0.149661,0.317850
13.866974,0.150073,0.318029
13.871976,0.150360,0.318149
13.876978,0.150779,0.318330
13.881980,0.151046,0.318451
13.886982,0.151466,0.318634
13.891984,0.151737,0.318756
13.896986,0.152158,0.318940
13.901988,0.152427,0.319063
13.906990,0.118857,0.316300
13.911992,0.119036,0.316414
13.916994,0.119309,0.316585
13.921996,0.119489,0.316699
